Number,Incident.Type,Creation.Date,Latitude,Longitude,Total.population,One.race.1,White,Black.or.African.American,American.Indian.and.Alaska.Native,Asian,Hispanic.or.Latino..of.any.race.,Median.household.income..dollars.,groupedtype,newBorough
3169,Fire-1st Alarm,41363.33142,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3170,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
3171,Fire-2nd Alarm,41184.67131,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3172,Fire-3rd Alarm,41632.65591,40.73407739,-73.99909933,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3173,Fire-4th Alarm,41614.23409,40.68105021,-73.95517662,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3174,Fire-4th Alarm,41634.20241,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3175,Fire-3rd Alarm,41635.13947,40.71270186,-73.74716384,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3176,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
3177,Fire-3rd Alarm,41635.13947,40.71270186,-73.74716384,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3178,Fire-10-76 (Commercial High Rise Fire),41646.30983,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3179,Fire-4th Alarm,41634.20241,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3180,Fire-5th Alarm,41635.80016,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3181,Fire-2nd Alarm,41636.14434,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3182,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3183,Fire-1st Alarm,41363.33142,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3184,Fire-Other,41355.01872,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3185,Fire-2nd Alarm,41355.26991,40.57553842,-73.96643091,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3186,Fire-3rd Alarm,41346.12815,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3187,Law Enforcement-Other,41128.19343,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3188,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3189,Fire-5th Alarm,41635.80016,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3190,Fire-2nd Alarm,41184.67131,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3191,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
3192,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3193,Fire-3rd Alarm,41346.12815,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3194,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
3195,Fire-2nd Alarm,41172.09237,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3196,Fire-Explosion,41699.06425,40.8587629,-73.89277032,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3197,Law Enforcement-Haz Mat,41178.61946,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3198,Fire-4th Alarm,41624.23052,40.84387029,-73.90486686,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3199,Fire-7th Alarm,41640.24253,40.83944073,-73.86930859,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3200,Fire-2nd Alarm,41643.78778,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3201,Fire-3rd Alarm,41660.84759,40.81031978,-73.91491491,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3202,Fire-3rd Alarm,41656.17348,40.59875194,-73.99770857,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3203,Fire-Explosion,41168.86463,40.74338531,-73.99391556,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3204,Fire-3rd Alarm,41660.84759,40.81031978,-73.91491491,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3205,Fire-3rd Alarm,41338.17427,40.54194657,-74.1488719,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
3206,Fire-7th Alarm,41640.24253,40.83944073,-73.86930859,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3207,Fire-3rd Alarm,41661.57065,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3208,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3209,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3210,Fire-6th Alarm,41914.09946,40.72964971,-73.98376561,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3211,Fire-2nd Alarm,41325.20382,40.70685677,-73.95330117,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3212,Fire-10-76 (Commercial High Rise Fire),41325.21365,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3213,Fire-3rd Alarm,41426.827,40.65296715,-73.96044473,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3214,Fire-3rd Alarm,41702.03434,40.68547741,-73.93117632,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3215,Law Enforcement-Suspicious Package,41689.75773,40.75580621,-73.96872245,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
3216,Law Enforcement-Other,41681.46286,40.75623821,-73.96393984,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
3217,Fire-2nd Alarm,41702.0863,40.85553375,-73.88891492,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3218,Fire-3rd Alarm,41697.08558,40.6739157,-73.87291593,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3219,Fire-2nd Alarm,41702.03434,40.68547741,-73.93117632,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3220,Law Enforcement-Suspicious Package,41709.60873,40.69388817,-73.98912921,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3221,Law Enforcement-Suspicious Package,41709.60873,40.69388817,-73.98912921,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3222,Fire-10-77 (Residential High Rise Fire),41703.50295,40.84568612,-73.92226163,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3223,Fire-3rd Alarm,41702.03434,40.68547741,-73.93117632,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3224,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3225,Fire-2nd Alarm,41726.22272,40.82483715,-73.90843615,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3226,Fire-3rd Alarm,41702.03434,40.68547741,-73.93117632,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3227,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3228,Fire-1st Alarm,41133.31799,40.54977694,-74.16640192,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
3229,Fire-1st Alarm,41318.21221,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3230,Fire-Manhole,41318.3106,40.68333397,-74.00484807,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3231,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3232,Law Enforcement-Suspicious Package,40803.70235,40.67627396,-73.84764548,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
3233,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3234,Fire-5th Alarm,41543.28123,40.85053252,-73.9089195,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3235,Fire-5th Alarm,41547.6187,40.82577659,-73.88016707,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3236,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3237,Fire-1st Alarm,41267.94648,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3238,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3239,Law Enforcement-Other,41550.74907,40.7505643,-73.98773962,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
3240,Law Enforcement-Suspicious Package,41550.62668,40.75018796,-73.97191431,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
3241,Fire-3rd Alarm,41426.827,40.65296715,-73.96044473,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3242,Fire-Sensitive Location,41407.80243,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3243,Fire-5th Alarm,41272.78134,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3244,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3245,Fire-5th Alarm,41752.24311,40.86420309,-73.89149696,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3246,Fire-1st Alarm,41568.63329,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3247,Fire-Haz Mat,40865.93098,40.72747743,-73.97751893,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3248,Fire-5th Alarm,41752.24311,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3249,Fire-2nd Alarm,41737.68688,40.83227067,-73.90142593,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3250,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3251,Fire-5th Alarm,41752.24311,40.86420309,-73.89149696,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3252,Fire-5th Alarm,41752.24311,40.86420309,-73.89149696,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3253,Fire-3rd Alarm,41757.01214,40.71756078,-73.75035793,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3254,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3255,Fire-5th Alarm,41752.24311,40.86420309,-73.89149696,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3256,Fire-4th Alarm,41735.75331,40.76257248,-73.97420438,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3257,Fire-2nd Alarm,41463.81584,40.64303454,-73.99455228,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3258,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3259,Fire-2nd Alarm,41737.68688,40.83227067,-73.90142593,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3260,Fire-2nd Alarm,41303.24918,40.56174899,-74.11777313,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
3261,Law Enforcement-Other,41782.68769,40.75141385,-73.98025797,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
3262,Fire-10-77 (Residential High Rise Fire),41777.41547,40.84708663,-73.93349616,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3263,Fire-2nd Alarm,41237.17094,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3264,Fire-10-77 (Residential High Rise Fire),41777.41547,40.84708663,-73.93349616,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3265,Fire-5th Alarm,41719.96609,40.82653751,-73.94317387,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3266,Fire-4th Alarm,41785.99043,40.74585338,-73.88503631,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3267,Fire-Collapse,41812.46303,40.68137729,-73.90656176,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3268,Fire-3rd Alarm,41582.68014,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3269,Fire-5th Alarm,41547.6187,40.82577659,-73.88016707,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3270,Law Enforcement-Suspicious Package,41800.72721,40.64306759,-74.07703574,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
3271,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3272,Law Enforcement-Haz Mat,41143.7661,40.71153699,-74.01567275,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
3273,Fire-10-77 (Residential High Rise Fire),41777.41547,40.84708663,-73.93349616,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3274,Fire-2nd Alarm,41805.17089,40.64447167,-74.00733936,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3275,Fire-3rd Alarm,41582.68014,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3276,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3277,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3278,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3279,Fire-3rd Alarm,41213.86417,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3280,Fire-6th Alarm,41208.15296,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3281,Law Enforcement-Suspicious Package,41586.54013,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3282,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3283,Fire-2nd Alarm,41385.25782,40.68922341,-73.92428754,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3284,Fire-6th Alarm,41208.15296,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3285,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3286,Fire-5th Alarm,41594.64979,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3287,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3288,Fire-3rd Alarm,41582.68014,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3289,Fire-6th Alarm,41594.64979,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3290,Fire-4th Alarm,41386.6169,40.70178229,-73.80841858,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3291,Fire-4th Alarm,41589.42866,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3292,Fire-1st Alarm,41568.63329,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3293,Fire-Collapse,41808.74291,40.73144746,-73.95633417,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3294,Law Enforcement-Suspicious Package,41586.54013,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3295,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3296,Fire-Collapse,41812.46303,40.68137729,-73.90656176,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3297,Fire-1st Alarm,41386.6411,40.69980832,-73.98976959,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3298,Fire-4th Alarm,41589.42866,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3299,Fire-2nd Alarm,41591.39111,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3300,Law Enforcement-Other,41210.73296,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3301,Fire-6th Alarm,41208.15296,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3302,Fire-3rd Alarm,41213.86417,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3303,Fire-6th Alarm,41211.06073,40.78035675,-73.96563279,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3304,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3305,Fire-3rd Alarm,41660.84759,40.81031978,-73.91491491,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3306,Fire-6th Alarm,41208.15296,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3307,Law Enforcement-Other,41210.73296,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
3308,Fire-6th Alarm,41211.06073,40.78035675,-73.96563279,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3309,Fire-Collapse,41216.49942,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3310,Fire-6th Alarm,41208.15296,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3311,Fire-5th Alarm,41284.06094,40.80080578,-73.90976616,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3312,Fire-2nd Alarm,41256.93492,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3313,Fire-6th Alarm,41594.64979,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3314,Fire-4th Alarm,41603.11139,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3315,Fire-2nd Alarm,41604.39208,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3316,Fire-Manhole,41604.20387,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3317,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3318,Fire-4th Alarm,41386.6169,40.70178229,-73.80841858,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3319,Fire-5th Alarm,41446.66044,40.8304185,-73.85380655,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3320,Law Enforcement-Suspicious Package,41949.63183,40.74429834,-73.91196234,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
3321,Fire-2nd Alarm,41950.23616,40.67969191,-73.88645267,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3322,Fire-5th Alarm,41374.77458,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
3323,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3324,Fire-Collapse,41893.59006,40.64821699,-73.99890693,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3325,Fire-6th Alarm,41594.64979,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3326,Fire-6th Alarm,41594.64979,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3327,Fire-2nd Alarm,41598.86833,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
3328,Fire-Other,41824.62575,40.79285787,-73.97491533,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3329,Fire-2nd Alarm,41825.65293,40.67718848,-73.94976404,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3330,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3331,Fire-Sensitive Location,41407.80243,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3332,Fire-Sensitive Location,41410.58613,40.6780576,-73.92022915,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3333,Fire-3rd Alarm,41426.827,40.65296715,-73.96044473,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
3334,Fire-Sensitive Location,41407.80243,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3335,Fire-2nd Alarm,41419.24102,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3336,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
3337,Fire-Sensitive Location,41407.80243,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3338,Fire-5th Alarm,41414.1862,40.56272021,-74.11140916,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
3339,Fire-2nd Alarm,41969.2699,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3340,Law Enforcement-Suspicious Package,40655.68792,40.74503581,-73.87000413,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
3341,Fire-Sensitive Location,41407.80243,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
3342,Fire-1st Alarm,41265.56723,40.71442154,-74.00607638,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
3343,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
