Number,Incident.Type,Creation.Date,Latitude,Longitude,Total.population,One.race.1,White,Black.or.African.American,American.Indian.and.Alaska.Native,Asian,Hispanic.or.Latino..of.any.race.,Median.household.income..dollars.,groupedtype,newBorough
829,Fire-2nd Alarm,41260.74487,40.59508345,-73.78400536,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
830,Fire-2nd Alarm,41258.19859,40.63617531,-74.12338634,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
831,Fire-10-76 (Commercial High Rise Fire),41260.94964,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
832,Fire-2nd Alarm,41260.1544,40.66208512,-73.99773598,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
833,Fire-1st Alarm,41259.53078,40.88175093,-73.86439426,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
834,Fire-2nd Alarm,41257.71218,40.60467676,-73.97901518,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
835,Fire-2nd Alarm,41256.93492,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
836,Fire-2nd Alarm,41256.50816,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
837,Fire-10-77 (Residential High Rise Fire),41256.37116,40.67298286,-73.90775561,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
838,Fire-4th Alarm,41255.48019,40.86931585,-73.88867582,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
839,Law Enforcement-Suspicious Package,41254.87277,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
840,Fire-2nd Alarm,41253.54676,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
841,Fire-2nd Alarm,41253.06902,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
842,Law Enforcement-Other,41253.02663,40.6769247,-73.98187073,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
843,Fire-Other,41252.34662,40.67820963,-73.9529089,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
844,Fire-Other,41251.50031,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
845,Fire-School,41251.38333,40.66418775,-73.93707461,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
846,Fire-2nd Alarm,41250.20743,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
847,Fire-Other,41249.53141,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
848,Law Enforcement-Suspicious Package,41244.4608,40.56879199,-74.10656877,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
849,Medical-Other,41242.61507,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Med,BROOKLYN
850,Fire-1st Alarm,41242.49472,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
851,Fire-3rd Alarm,41242.0178,40.6674897,-73.994286,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
852,Fire-3rd Alarm,41242.0178,40.6674897,-73.994286,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
853,Fire-2nd Alarm,41241.77907,40.67284153,-73.92334742,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
854,Fire-3rd Alarm,41239.85608,40.82392414,-73.8918251,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
855,Fire-2nd Alarm,41240.65845,40.88207728,-73.85803161,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
856,Fire-1st Alarm,41232.5441,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
857,Law Enforcement-Suspicious Package,41240.02321,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
858,Fire-2nd Alarm,41237.17094,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
859,Fire-10-76 (Commercial High Rise Fire),41238.24008,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
860,Fire-6th Alarm,41208.15296,40.71442154,-74.00607638,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
861,Fire-2nd Alarm,41233.21928,40.71400364,-73.82998933,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
862,Law Enforcement-Device,41232.75075,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
863,Law Enforcement-Device,41232.50681,40.69245067,-73.99035623,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
864,Law Enforcement-Other,41210.73296,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
865,Law Enforcement-Suspicious Package,41226.47626,40.64384687,-73.78029487,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
866,Fire-10-77 (Residential High Rise Fire),41224.59668,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
867,Fire-3rd Alarm,41213.86417,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
868,Fire-Collapse,41216.49942,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
869,Fire-6th Alarm,41211.06073,40.78035675,-73.96563279,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
870,Fire-6th Alarm,41211.06073,40.78035675,-73.96563279,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
871,Fire-1st Alarm,41219.7152,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
872,Law Enforcement-Other,41210.73296,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
873,Fire-10-77 (Residential High Rise Fire),41219.52836,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
874,Law Enforcement-Suspicious Package,41218.37753,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
875,Law Enforcement-Suspicious Package,41218.25822,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
876,Law Enforcement-Other,41215.58193,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
877,Medical-Other,41214.46525,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Med,BROOKLYN
878,Fire-2nd Alarm,41213.714,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
879,Law Enforcement-Suspicious Package,41213.55859,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
880,Law Enforcement-Suspicious Package,41212.40514,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
881,Law Enforcement-Suspicious Package,41211.66521,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
882,Fire-2nd Alarm,41210.0141,40.74862862,-73.98568615,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
883,Law Enforcement-Other,41209.58023,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
884,Fire-3rd Alarm,41207.99178,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
885,Fire-2nd Alarm,41208.94036,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
886,Law Enforcement-Suspicious Package,41202.90947,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
887,Fire-2nd Alarm,41208.48942,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
888,Law Enforcement-Device,41208.5059,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
889,Fire-Commercial,41207.83647,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
890,Fire-1st Alarm,41206.37397,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
891,Fire-2nd Alarm,41206.06118,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
892,Fire-1st Alarm,41203.48904,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
893,Fire-2nd Alarm,41201.11797,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
894,Fire-2nd Alarm,41201.06302,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
895,Law Enforcement-Suspicious Package,41201.12125,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
896,Law Enforcement-Explosion,41178.31678,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
897,Fire-10-76 (Commercial High Rise Fire),41194.26575,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
898,Law Enforcement-Suspicious Package,41194.43479,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
899,Law Enforcement-Suspicious Package,41191.36603,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
900,Fire-1st Alarm,41191.3202,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
901,Fire-2nd Alarm,41184.67131,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
902,Fire-1st Alarm,41187.41072,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
903,Fire-Collapse,41186.55589,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
904,Law Enforcement-Suspicious Package,41186.39436,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
905,Fire-2nd Alarm,41184.81399,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
906,Law Enforcement-Haz Mat,41178.61946,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
907,Fire-2nd Alarm,41184.55933,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
908,Law Enforcement-Suspicious Package,41184.61911,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
909,Law Enforcement-Device,41182.59939,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
910,Fire-3rd Alarm,41182.0197,40.68995529,-73.84254431,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
911,Fire-3rd Alarm,41182.0197,40.68995529,-73.84254431,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
912,Law Enforcement-Suspicious Package,41181.32757,40.68978085,-73.97753885,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
913,Law Enforcement-Suspicious Package,41180.12334,40.64247915,-73.76906759,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
914,Fire-2nd Alarm,41179.76567,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
915,Law Enforcement-Device,41177.99252,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
916,Fire-2nd Alarm,41172.09237,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
917,Law Enforcement-Suspicious Package,41177.81113,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
918,Law Enforcement-Suspicious Package,41177.79403,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
919,Law Enforcement-Suspicious Package,41177.75266,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
920,Fire-2nd Alarm,41177.44025,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
921,Law Enforcement-Suspicious Package,41176.5977,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
922,Fire-Haz Mat,41176.59491,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
923,Law Enforcement-Suspicious Package,41175.77653,40.78789547,-73.96288621,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
924,Law Enforcement-Other,41173.98926,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
925,Law Enforcement-Suspicious Package,41174.84777,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
926,Law Enforcement-Suspicious Package,41172.77182,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
927,Law Enforcement-Suspicious Package,41172.79525,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
928,Fire-Explosion,41172.60756,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
929,Law Enforcement-Suspicious Package,41172.45003,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
930,Law Enforcement-Suspicious Package,41172.37137,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
931,Law Enforcement-Suspicious Package,41172.4209,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
932,Law Enforcement-Suspicious Package,41172.16601,40.67290217,-73.75483262,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
933,Fire-Explosion,41168.86463,40.74338531,-73.99391556,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
934,Law Enforcement-Suspicious Package,41171.86684,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
935,Law Enforcement-Suspicious Package,41171.64391,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
936,Law Enforcement-Suspicious Package,41171.45372,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
937,Law Enforcement-Suspicious Package,41171.46487,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
938,Law Enforcement-Suspicious Package,41170.35984,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
939,Law Enforcement-Suspicious Package,41170.2451,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
940,Law Enforcement-Suspicious Package,41169.78875,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
941,Law Enforcement-Suspicious Package,41169.7313,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
942,Law Enforcement-Device,41165.65497,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
943,Law Enforcement-Suspicious Package,41164.13749,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
944,Fire-2nd Alarm,41162.77116,40.60689999,-74.12702943,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
945,Law Enforcement-Suspicious Package,41161.81992,40.56687536,-73.87059918,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
946,Fire-2nd Alarm,41160.73571,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
947,Fire-10-77 (Residential High Rise Fire),41160.69872,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
948,Fire-Manhole,41159.93137,40.68378946,-73.95206027,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
949,Law Enforcement-Suspicious Package,41156.84744,40.77709502,-73.98210212,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
950,Fire-10-76 (Commercial High Rise Fire),41156.16782,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
951,Fire-4th Alarm,41154.93747,40.69146515,-73.93761636,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
952,Fire-1st Alarm,41146.78662,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
953,Fire-2nd Alarm,41146.49262,40.83300528,-73.89802606,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
954,Fire-2nd Alarm,41145.86292,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
955,Fire-2nd Alarm,41145.84678,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
956,Fire-Sensitive Location,41145.71142,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
957,Fire-High Rise,41145.50508,40.76200435,-73.98156831,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
958,Fire-10-77 (Residential High Rise Fire),41143.54094,40.77636188,-73.98033313,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
959,Fire-6th Alarm,41138.769,40.63941196,-74.08558629,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
960,Fire-Manhole,41142.65247,40.73736069,-73.99683898,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
961,Fire-2nd Alarm,41142.47933,40.67061066,-73.7709792,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
962,Fire-2nd Alarm,41142.16117,40.62295828,-73.97338989,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
963,Law Enforcement-Haz Mat,41141.78539,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
964,Fire-1st Alarm,41140.60736,40.8186584,-73.88885325,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
965,Fire-Sensitive Location,41141.4183,40.76554853,-73.92340298,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
966,Fire-Manhole,41139.93175,40.79446574,-73.939629,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
967,Law Enforcement-Other,41134.90244,40.71051084,-74.01252358,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
968,Fire-2nd Alarm,41133.71226,40.7061335,-73.73511018,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
969,Law Enforcement-Suspicious Package,41130.42328,40.85924521,-73.81812844,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
970,Fire-4th Alarm,41129.53446,40.89550438,-73.85856207,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
971,Fire-1st Alarm,41129.94594,40.79100708,-73.93906876,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
972,Fire-10-76 (Commercial High Rise Fire),41129.43902,40.70617973,-74.01124957,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
973,Law Enforcement-Suspicious Package,41128.58822,40.88649472,-73.90869608,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
974,Fire-Other,41125.52596,40.71608337,-74.00142489,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
975,Fire-5th Alarm,41123.81403,40.74535824,-73.92776049,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
976,Fire-5th Alarm,41110.9216,40.78297959,-73.84585584,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
977,Fire-3rd Alarm,41122.89469,40.77682956,-73.81480069,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
978,Fire-3rd Alarm,41122.97953,40.65037447,-73.92605064,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
979,Law Enforcement-Device,41122.53376,40.8679161,-73.86901549,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
980,Law Enforcement-Haz Mat,41118.67028,40.74233623,-74.02729613,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
981,Fire-Collapse,41067.95282,40.75172925,-73.99234838,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
982,Fire-Hospital,41114.34884,40.89256807,-73.86123398,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
983,Law Enforcement-Suspicious Package,41113.94558,40.75790743,-73.98929757,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
984,Fire-2nd Alarm,41113.71947,40.68867016,-73.8362299,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
985,Law Enforcement-Other,41110.12838,40.76788907,-73.98151253,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
986,Law Enforcement-Suspicious Package,41110.74204,40.75028507,-73.97185205,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
987,Law Enforcement-Other,41109.99068,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
988,Law Enforcement-Suspicious Package,41109.34162,40.74502131,-74.00241435,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
989,Law Enforcement-Suspicious Package,41109.21699,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
990,Law Enforcement-Suspicious Package,41104.8172,40.75319397,-73.96975741,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
991,Law Enforcement-Suspicious Package,41099.08094,40.86275507,-73.90107874,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
992,Fire-Explosion,41097.61167,40.69397477,-73.95264173,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
993,Law Enforcement-Suspicious Package,41097.40675,40.7206006,-73.9547539,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
994,Fire-3rd Alarm,41096.28745,40.76106986,-73.99892068,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
995,Fire-Sensitive Location,41095.6223,40.67194174,-73.96356132,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
996,Fire-2nd Alarm,41089.45981,40.86345085,-73.89638864,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
997,Law Enforcement-Suspicious Package,41094.58956,40.77476739,-73.96577106,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
998,Law Enforcement-Device,41094.5164,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
999,Law Enforcement-Other,41093.47914,40.8007376,-73.95866169,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1000,Law Enforcement-Device,41092.48311,40.59949968,-73.94555972,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1001,Fire-10-76 (Commercial High Rise Fire),41091.91582,40.75435294,-73.98883614,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1002,Fire-Nursing Home,41090.84948,40.72857976,-73.99318363,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1003,Law Enforcement-Suspicious Package,41087.60036,40.75484095,-73.98411855,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1004,Fire-1st Alarm,41080.36926,40.66115223,-73.9961037,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
